"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"855",NA,13688,"Kasigunga",-0.4447,34.2219,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"856",NA,17179,"Namagara Primary School",0.5026,34.8714,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"857",NA,3694,"Bomani",-3.868,39.749,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Annual Report for 1990.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"858",NA,18731,"Uthanya Primary School",-0.0108,34.503,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Monthly report for September 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"859",NA,6043,"Moyeni Primary School",-4.1475,39.3909,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1993). <i>Monthly report for October 1993.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"863",NA,18718,"Ng'andu Primary School",-3.0185,40.0386,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Monthly report - April 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"864",NA,15828,"Nyambera Primary School",-0.8976,34.6202,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1989). <i>Return for November 1989.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"866",NA,5243,"St Josephs Primary School",-0.9998,34.8716,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1998). <i>Monthly report for April, May and June 1998.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"867",NA,12823,"Sarigoi Manyatta",-4.057,39.6682,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"868",NA,7361,"Ongeti Primary School",-0.4778,34.5434,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2006). <i>Not found in the legacy system.</i> . . ","",""
"869",NA,18845,"Sandai Primary School",0.396,36.0857,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1988). <i>Annual report 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-5","",""
"873",NA,330,"Mpinda",0.269,38.0223,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"874",NA,7382,"Mutirithia `C'",-0.2483,35.7597,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"875",NA,10889,"Mwandodo Primary School",-3.8379,39.6241,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Monthly reports for July, August and September 1990.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"878",NA,10372,"Mwea childrens home",-0.6643,37.3494,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2006). <i>Personal communication with Muigai, 2006. 
.</i> . . ","",""
"879",NA,17219,"Polytechnic, Dr Williams",-0.4148,34.1867,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data","Minakawa, N., . (2009) personal communication.","",""
"880",NA,19254,"Serem Primary School",0.0712,34.8581,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1989). <i>Monthly report for July 1989.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-6","",""
"886",NA,5883,"Sony Primary School",-0.8929,34.5371,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Annual Report for 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-8","",""
"887",NA,9989,"Bura",-3.3953,37.6759,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1994). <i>Monthly report March/April 1994.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-1","",""
"892",NA,1538,"St Peters Primary School",0.2837,34.3385,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1986). <i>Monthly report for January 1986.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-1","",""
"894",NA,1481,"Olando Primary School",-0.6464,34.2227,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for February 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"898",NA,20049,"Kakaluana ""B""",-0.4807,34.3802,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"899",NA,6022,"St. Joseph Primary School",0.2836,34.7455,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Annual Report for 2005.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"900",NA,15392,"Kisok Primary School",0.407,35.7051,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2003). <i>Monthly Report for August, September, October 2002.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"901",NA,12143,"Kogelo Kalanya Primary School",-0.5329,34.4713,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Annual Report for 2005.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"902",NA,11455,"Gaceero Primary School",-0.108,37.7615,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Not found in the legacy system.</i> . . ","",""
"903",NA,10577,"Nyasoko Primary School",-0.8461,34.2018,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly report for November 1997.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"904",NA,13690,"Ruri & Nyamaji",-0.4916,34.4069,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"907",NA,12339,"Malindi Nursery/Primary School",-3.2204,40.1038,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1985). <i>Monthly report for December 1984 and January 1985.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"910",NA,15434,"Timbila Secondary",-3.3887,37.7155,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Annual Report 1989.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"912",NA,18644,"Kapkibimbir Primary School",0.2383,35.1669,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1988). <i>Monthly report for May 1988.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"919",NA,11697,"London",-0.2791,36.0725,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"921",NA,6238,"Boys Town School Garissa",-0.4416,39.655,"URBAN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2008) personal communication.","",""
"925",NA,15793,"Kabonyo Malo West",-0.3828,34.7828,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"926",NA,15585,"Pungu Primary School",-4.1181,39.627,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2002). <i>Personal communication with Mwamguza, 2002. 
.</i> . . ","",""
"928",NA,7039,"Matete Primary School",0.5604,34.8177,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Monthly report for January, February, March, April and May 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"930",NA,10176,"Kawalasele",-0.7579,38.2353,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"931",NA,6759,"El-Gade Primary School",3.3164,37.2849,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"932",NA,1107,"Obambo",-0.4984,34.311,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data","Minakawa, N., . (2009) personal communication.","",""
"935",NA,11602,"Morop",-0.1896,35.998,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"937",NA,13128,"Chelekei 'A'",0.7396,34.7365,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"939",NA,6035,"Lugulu Primary School",0.7716,35.0776,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1996). <i>Malariometric Report covering 1987-1996.</i> . Nairobi, Kenya. Division of Vector-Borne Diseases, Ministry of Health.. ","",""
"940",NA,3581,"Musangaro",0.3273,34.5802,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"941",NA,224,"Mwatate Sisal Estate",-3.53,38.4,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Report on malariometric survey.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"946",NA,9393,"Ngwelo",0.5868,34.693,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"947",NA,19181,"Entasopia Primary School",-1.7841,36.052,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"948",NA,189,"Vihiga",0.6837,35.1068,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"951",NA,11753,"Kasigau",-3.8087,38.637,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1993). <i>Annual Report for 1992.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-4","",""
"952",NA,19494,"Kolongei",1.0959,34.8078,"RURAL","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT, confirmed by microscopy","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2007) personal communication.","",""
"953",NA,7833,"Nkoilale Primary School",-1.4598,35.3932,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"954",NA,15828,"Nyambera Primary School",-0.8976,34.6202,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1989). <i>Annual report 1988.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"956",NA,21518,"Eldoro Primary School",-3.4785,37.6927,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1990). <i>Annual Report for 1990.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"957",NA,12831,"Chemoi Primary School",0.5012,34.8306,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Monthly report for January, February, March, April and May 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-3","",""
"958",NA,13548,"Maliku",-1.5975,37.9148,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1997). <i>Monthly reports from field stations on community-based malaria prevalence surveys.1985-1997.</i> . . Ministry of Health, Government of Kenya. ","",""
"961",NA,2310,"Chalbi Primary School",2.9164,37.6276,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"962",NA,16463,"Matende Primary School",0.2656,34.7539,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2005). <i>Annual Report for 2005.</i>  . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1- ","",""
"966",NA,16876,"Loikumkum Primary School",1.6492,37.1092,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"false","true","No permission to release data",", . (2009) personal communication.","",""
"967",NA,22134,"Lelach Primary School",-0.6537,35.0894,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (2001). <i>Malariometric survey.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-2","",""
"968",NA,3624,"Sare Primary School",-0.9079,34.533,"UNKNOWN","Kenya","KEN","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confidential","Microscopy","",NA,"false","true","No permission to release data"," (1987). <i>Annual Report for 1987.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. 1-8","",""
